age;job;marital;education;default;balance;housing;loan;poutcome;y
56;management;married;tertiary;no;73;yes;no;failure;no
31;unemployed;divorced;secondary;no;1144;yes;no;failure;no
46;management;married;tertiary;no;716;yes;yes;failure;no
35;blue-collar;married;primary;no;0;yes;no;failure;no
57;technician;married;secondary;no;28;yes;no;failure;no
51;admin.;divorced;secondary;no;74;yes;no;failure;no
58;technician;married;secondary;no;950;yes;no;failure;no
35;blue-collar;married;secondary;no;156;yes;no;failure;no
48;blue-collar;married;secondary;no;1794;yes;yes;failure;no
48;management;divorced;tertiary;no;84;yes;no;failure;no
36;services;married;secondary;no;-182;yes;yes;other;no
31;blue-collar;married;secondary;no;8;yes;no;failure;no
32;blue-collar;single;secondary;no;259;yes;no;failure;no
50;technician;married;secondary;no;20;yes;no;failure;no
44;technician;married;secondary;no;533;yes;no;failure;no
39;blue-collar;married;secondary;no;171;yes;yes;failure;no
23;blue-collar;single;secondary;no;0;yes;no;failure;no
32;blue-collar;single;primary;no;1918;yes;no;failure;no
43;management;married;tertiary;no;489;yes;no;other;no
53;admin.;married;primary;no;0;yes;no;failure;no
40;management;married;secondary;no;408;yes;no;failure;no
38;admin.;divorced;secondary;no;859;yes;yes;failure;no
36;services;married;secondary;no;0;yes;no;failure;no
47;blue-collar;married;secondary;no;265;yes;no;failure;no
51;management;divorced;secondary;no;-35;yes;no;failure;no
37;technician;divorced;secondary;no;262;yes;no;other;no
44;technician;married;secondary;no;227;yes;yes;failure;no
31;management;single;secondary;no;1090;yes;no;failure;no
51;blue-collar;divorced;secondary;no;203;yes;no;failure;no
45;services;married;secondary;no;972;yes;no;failure;no
41;retired;single;primary;no;0;no;no;failure;no
29;technician;single;secondary;no;156;yes;no;other;no
42;management;married;tertiary;no;0;yes;no;failure;no
33;blue-collar;single;secondary;no;1925;yes;no;failure;no
38;blue-collar;single;secondary;no;238;yes;no;failure;no
28;admin.;single;secondary;no;-281;yes;no;other;no
36;blue-collar;married;secondary;no;0;yes;no;failure;no
46;management;married;secondary;no;1098;no;no;other;no
44;admin.;married;secondary;yes;-204;yes;no;failure;no
44;blue-collar;married;secondary;no;1343;yes;yes;failure;no
46;blue-collar;single;secondary;no;-100;yes;no;failure;no
37;blue-collar;married;primary;no;403;yes;no;success;no
29;blue-collar;single;secondary;no;234;yes;no;other;no
35;blue-collar;single;secondary;no;0;yes;no;other;no
33;management;married;tertiary;no;113;yes;no;other;no
40;housemaid;single;primary;no;109;yes;no;failure;no
35;services;married;secondary;no;70;yes;yes;failure;no
42;management;married;tertiary;no;4;yes;no;success;yes
41;blue-collar;married;primary;no;0;yes;no;failure;no
47;services;married;secondary;no;759;yes;no;failure;no
37;blue-collar;divorced;secondary;no;638;yes;no;success;no
41;entrepreneur;married;tertiary;no;10;yes;no;other;no
45;technician;married;secondary;no;0;no;no;failure;no
42;admin.;married;secondary;no;3279;yes;no;failure;no
41;services;married;secondary;no;1717;yes;no;other;no
43;technician;married;secondary;no;0;no;yes;failure;no
52;blue-collar;married;secondary;no;26;yes;no;failure;no
57;management;married;tertiary;no;830;yes;yes;success;yes
34;technician;single;secondary;no;268;yes;no;failure;no
46;entrepreneur;married;secondary;no;245;yes;no;failure;no
42;blue-collar;married;primary;no;258;yes;no;failure;no
32;blue-collar;married;primary;no;0;yes;yes;failure;no
46;technician;divorced;secondary;no;0;yes;yes;other;no
50;entrepreneur;married;primary;no;300;yes;no;other;no
40;technician;single;secondary;no;287;yes;no;failure;no
56;management;married;tertiary;no;935;yes;no;failure;no
36;blue-collar;married;secondary;no;0;yes;no;failure;no
36;management;single;tertiary;no;1531;yes;no;failure;no
40;management;single;tertiary;no;-222;yes;no;failure;no
40;blue-collar;married;secondary;no;280;yes;no;failure;no
36;blue-collar;married;secondary;no;535;yes;no;failure;no
26;admin.;single;secondary;no;0;yes;no;other;no
39;technician;single;secondary;no;1685;yes;no;failure;no
49;blue-collar;married;secondary;no;-202;yes;yes;failure;no
46;admin.;divorced;secondary;no;-637;yes;no;failure;no
38;self-employed;married;primary;no;215;yes;no;other;no
37;services;married;secondary;no;3429;yes;yes;other;no
52;technician;married;secondary;no;337;yes;no;failure;no
34;blue-collar;married;secondary;no;0;yes;no;failure;no
37;admin.;married;secondary;no;1314;yes;no;success;no
46;management;married;tertiary;no;740;yes;no;failure;no
32;blue-collar;single;secondary;no;2696;yes;no;failure;no
28;services;single;secondary;no;430;yes;no;failure;no
44;technician;single;secondary;no;293;yes;no;failure;no
36;blue-collar;married;secondary;no;0;yes;no;other;no
34;technician;single;secondary;no;1866;no;no;failure;no
41;unemployed;single;secondary;no;75;yes;no;failure;no
50;management;divorced;tertiary;no;356;no;no;other;no
39;blue-collar;married;primary;no;1433;yes;no;other;no
46;services;divorced;secondary;no;355;yes;no;other;no
31;student;single;tertiary;no;25;yes;no;failure;no
34;self-employed;single;tertiary;no;589;yes;no;other;no
31;blue-collar;divorced;primary;no;1;yes;no;failure;no
44;management;married;secondary;no;438;yes;no;failure;no
38;technician;divorced;secondary;no;566;yes;no;failure;no
57;technician;divorced;primary;no;13;yes;no;failure;no
31;blue-collar;divorced;secondary;no;-209;yes;no;failure;no
55;management;divorced;tertiary;no;481;yes;no;failure;no
41;management;married;secondary;no;41;yes;no;other;no
48;admin.;married;secondary;no;257;yes;no;failure;no
36;technician;divorced;secondary;no;515;yes;yes;failure;no
39;services;married;secondary;no;-762;yes;yes;failure;no
50;management;married;tertiary;no;-470;yes;no;failure;no
56;blue-collar;single;primary;no;39;yes;no;failure;no
31;housemaid;single;secondary;no;49;yes;no;failure;no
41;technician;married;secondary;no;2576;yes;yes;failure;no
52;blue-collar;married;primary;no;863;no;no;failure;no
45;management;divorced;tertiary;no;2237;yes;no;failure;no
40;blue-collar;married;secondary;no;498;yes;no;failure;no
59;retired;married;tertiary;no;148;yes;yes;other;yes
47;retired;married;primary;no;1374;no;yes;failure;yes
24;services;single;secondary;no;281;yes;no;other;no
38;management;divorced;tertiary;no;637;yes;no;other;no
43;blue-collar;married;secondary;no;490;yes;no;failure;no
36;technician;married;secondary;no;23;yes;no;failure;no
35;student;married;tertiary;no;387;yes;no;failure;yes
30;blue-collar;married;secondary;no;23;yes;no;failure;no
42;management;married;tertiary;no;-556;yes;yes;failure;yes
37;services;single;secondary;no;393;yes;no;other;no
39;admin.;married;secondary;no;0;yes;no;failure;no
36;blue-collar;married;primary;no;0;yes;no;failure;no
32;blue-collar;married;secondary;no;95;yes;no;failure;no
34;admin.;married;secondary;no;471;yes;no;failure;no
43;blue-collar;married;primary;no;60;no;no;other;no
52;management;single;tertiary;no;824;no;no;failure;no
36;blue-collar;married;secondary;no;153;yes;no;failure;no
38;blue-collar;married;secondary;no;395;yes;no;failure;no
44;technician;single;secondary;no;140;yes;no;failure;no
39;services;married;primary;no;324;yes;no;failure;no
41;blue-collar;married;secondary;no;211;yes;no;failure;no
44;technician;divorced;secondary;no;177;yes;no;failure;no
42;management;married;secondary;no;3018;yes;no;failure;no
26;admin.;married;secondary;no;354;yes;no;other;no
49;retired;married;secondary;no;993;yes;yes;other;no
29;management;single;tertiary;no;572;yes;no;success;no
34;admin.;divorced;secondary;no;140;yes;no;failure;no
42;services;married;secondary;no;714;yes;yes;failure;no
42;admin.;divorced;secondary;no;256;no;no;failure;no
38;technician;married;secondary;no;1333;yes;no;other;no
46;admin.;divorced;primary;no;1807;yes;no;failure;no
29;blue-collar;married;secondary;no;37;yes;no;other;no
36;technician;married;secondary;no;432;yes;no;failure;no
46;blue-collar;married;primary;no;0;yes;no;other;no
34;technician;single;secondary;no;664;yes;yes;other;no
55;management;married;tertiary;no;1402;yes;no;failure;no
43;blue-collar;married;secondary;no;704;yes;no;failure;no
34;management;married;tertiary;no;1288;yes;no;other;no
57;self-employed;married;primary;no;-34;yes;yes;failure;no
37;blue-collar;married;primary;no;240;yes;no;other;no
41;self-employed;married;tertiary;no;355;yes;no;other;no
57;entrepreneur;divorced;secondary;yes;25;yes;no;other;no
60;admin.;married;secondary;no;-396;yes;no;failure;no
44;admin.;divorced;secondary;no;738;yes;no;failure;no
45;blue-collar;married;primary;no;0;yes;no;failure;no
54;entrepreneur;married;primary;no;943;yes;yes;failure;no
50;blue-collar;married;secondary;no;2419;yes;no;other;no
41;blue-collar;married;secondary;no;-217;yes;no;other;no
47;blue-collar;married;secondary;no;2548;yes;no;other;no
38;services;married;secondary;no;741;yes;no;failure;no
47;technician;married;secondary;no;-59;yes;yes;failure;no
35;management;single;secondary;no;356;yes;no;failure;no
32;management;married;tertiary;no;859;yes;yes;other;no
36;technician;married;secondary;no;483;yes;no;failure;no
50;admin.;married;secondary;no;284;yes;no;failure;no
44;admin.;single;secondary;no;985;yes;yes;failure;no
43;management;divorced;tertiary;no;221;yes;no;failure;no
37;blue-collar;married;primary;no;0;no;no;failure;no
38;blue-collar;divorced;secondary;no;0;yes;no;failure;no
39;entrepreneur;single;tertiary;no;243;no;yes;failure;no
40;technician;single;secondary;no;281;yes;no;other;no
35;management;divorced;tertiary;no;434;yes;no;success;no
45;blue-collar;married;primary;no;1265;yes;no;success;no
41;admin.;single;secondary;no;-109;yes;yes;failure;yes
41;blue-collar;married;primary;no;236;yes;no;failure;no
29;blue-collar;married;secondary;no;228;yes;no;failure;no
29;admin.;single;tertiary;no;200;yes;no;other;no
49;admin.;divorced;secondary;no;-212;yes;yes;failure;no
29;technician;divorced;secondary;no;477;yes;yes;failure;no
36;entrepreneur;single;secondary;no;866;yes;no;failure;yes
35;student;single;tertiary;no;873;yes;no;failure;no
30;student;single;secondary;no;948;yes;no;failure;no
43;management;divorced;tertiary;no;580;yes;no;failure;yes
46;blue-collar;married;primary;no;101;yes;no;success;no
32;technician;married;secondary;no;367;yes;no;failure;no
39;admin.;married;secondary;no;3047;yes;no;failure;no
55;management;married;tertiary;no;719;yes;no;other;no
36;blue-collar;married;secondary;no;-461;no;no;failure;no
42;admin.;married;secondary;no;-396;yes;no;failure;no
45;management;divorced;tertiary;no;839;yes;no;failure;no
37;admin.;divorced;secondary;no;295;yes;yes;failure;no
44;management;married;tertiary;no;-8;yes;no;failure;no
51;admin.;single;secondary;no;726;yes;no;success;no
41;technician;married;secondary;no;-312;yes;no;failure;no
55;admin.;married;tertiary;no;59;yes;no;failure;no
30;blue-collar;divorced;primary;no;2597;yes;no;failure;no
39;technician;single;secondary;no;283;yes;no;failure;no
49;blue-collar;married;primary;no;3652;yes;yes;other;no
31;technician;single;secondary;no;0;yes;no;failure;no
43;services;single;secondary;no;518;yes;no;failure;no
47;blue-collar;married;secondary;no;71;yes;no;failure;no
54;technician;divorced;secondary;no;1252;yes;no;failure;no
40;management;married;tertiary;no;-17;yes;yes;success;yes
40;blue-collar;married;primary;no;98;yes;no;failure;no
49;blue-collar;divorced;primary;no;24;yes;no;success;yes
33;blue-collar;married;secondary;no;358;no;no;failure;no
31;student;married;tertiary;no;0;no;no;other;no
23;student;single;secondary;no;2412;yes;no;failure;no
35;services;married;secondary;no;2048;yes;no;failure;no
48;services;divorced;secondary;no;457;yes;no;other;no
31;services;married;secondary;no;2423;yes;yes;other;no
56;technician;married;secondary;no;150;yes;yes;failure;no
34;blue-collar;married;secondary;no;-10;yes;no;failure;no
55;retired;divorced;secondary;no;13;yes;no;failure;no
43;blue-collar;divorced;secondary;no;898;yes;no;failure;no
31;admin.;single;secondary;no;78;yes;no;other;no
32;unemployed;married;secondary;no;314;yes;no;success;no
55;blue-collar;married;secondary;no;2059;yes;no;failure;no
37;services;married;secondary;no;321;yes;no;failure;no
38;admin.;single;secondary;no;3049;yes;yes;failure;no
44;services;divorced;secondary;no;0;yes;no;failure;no
45;admin.;married;primary;no;542;no;no;other;no
58;admin.;divorced;secondary;no;3058;yes;no;failure;no
40;technician;single;secondary;no;3;yes;yes;failure;no
51;blue-collar;divorced;primary;no;602;yes;no;failure;no
51;management;single;tertiary;yes;-55;yes;no;failure;no
37;blue-collar;single;primary;no;275;yes;no;other;no
39;blue-collar;married;secondary;no;1403;no;no;failure;no
42;management;married;secondary;no;1042;yes;no;other;no
38;management;single;tertiary;no;493;yes;no;failure;no
41;blue-collar;married;secondary;no;306;yes;no;failure;no
48;admin.;divorced;secondary;no;1282;yes;no;other;no
43;services;married;secondary;no;-416;yes;yes;failure;no
39;services;single;secondary;no;322;yes;no;failure;no
42;blue-collar;married;secondary;no;1449;yes;no;failure;no
32;management;divorced;tertiary;no;1145;yes;no;success;no
41;admin.;married;secondary;no;1395;yes;yes;failure;no
29;services;single;secondary;no;31;yes;no;other;no
36;entrepreneur;married;secondary;no;0;yes;no;failure;no
42;admin.;married;secondary;no;1450;no;no;other;no
37;management;married;tertiary;no;293;yes;no;failure;no
34;admin.;single;secondary;no;0;yes;no;failure;no
44;management;married;tertiary;no;0;yes;no;failure;no
45;blue-collar;married;primary;no;503;yes;no;failure;no
37;admin.;single;secondary;no;20;yes;no;failure;no
32;services;single;secondary;no;-23;no;no;failure;no
37;blue-collar;married;secondary;no;223;yes;no;failure;no
33;blue-collar;married;secondary;no;2366;yes;no;failure;no
52;blue-collar;single;secondary;no;201;yes;no;other;no
50;admin.;married;secondary;no;326;yes;no;failure;no
26;management;married;tertiary;no;5;yes;no;other;no
37;admin.;single;secondary;no;-17;yes;no;failure;no
33;management;divorced;tertiary;no;-255;yes;yes;other;no
37;blue-collar;married;secondary;no;771;yes;no;failure;no
27;blue-collar;single;secondary;no;100;yes;no;failure;no
52;services;married;secondary;no;-178;yes;yes;failure;no
31;self-employed;married;secondary;no;2153;yes;no;failure;no
58;unemployed;married;secondary;no;3867;yes;no;failure;no
58;services;married;secondary;no;1301;yes;no;failure;no
52;services;married;secondary;no;540;yes;no;failure;no
35;services;married;secondary;no;-315;yes;no;failure;no
38;management;married;tertiary;no;-120;yes;no;failure;no
43;admin.;single;secondary;no;426;yes;no;failure;no
33;blue-collar;divorced;primary;no;142;yes;no;failure;no
50;entrepreneur;married;primary;no;199;no;no;failure;no
39;technician;married;secondary;no;381;yes;no;failure;no
35;blue-collar;single;secondary;no;0;yes;no;failure;no
44;management;married;tertiary;no;254;yes;yes;failure;no
30;management;married;tertiary;no;740;yes;yes;other;no
35;blue-collar;married;primary;no;-367;yes;no;failure;no
56;retired;married;secondary;no;102;yes;no;failure;no
44;blue-collar;married;secondary;no;1071;yes;no;failure;no
37;admin.;divorced;secondary;no;246;yes;no;failure;no
33;admin.;divorced;secondary;no;-331;yes;yes;failure;no
47;technician;married;secondary;no;1571;yes;no;failure;no
40;services;married;secondary;no;695;yes;no;failure;no
34;blue-collar;single;secondary;no;213;yes;no;failure;no
43;blue-collar;married;primary;no;1579;yes;no;other;no
36;blue-collar;divorced;secondary;no;-523;yes;yes;other;no
34;blue-collar;married;secondary;no;-29;yes;no;other;no
39;services;married;secondary;no;1005;yes;yes;failure;no
28;technician;married;secondary;no;448;yes;no;other;no
36;blue-collar;divorced;primary;yes;0;yes;no;failure;no
57;technician;married;secondary;no;124;yes;no;failure;no
25;self-employed;single;tertiary;no;931;yes;no;failure;no
41;blue-collar;married;secondary;no;926;yes;no;other;no
38;blue-collar;single;secondary;no;328;yes;no;other;no
34;admin.;single;secondary;no;395;yes;no;failure;no
39;blue-collar;divorced;secondary;no;0;yes;no;other;no
38;services;married;secondary;no;0;yes;yes;failure;no
48;blue-collar;married;primary;no;643;yes;no;other;no
42;blue-collar;married;secondary;yes;-204;yes;no;failure;no
44;blue-collar;divorced;secondary;no;370;yes;no;failure;no
33;management;single;tertiary;no;48;yes;no;failure;no
37;technician;married;primary;no;1653;yes;yes;failure;no
57;technician;divorced;secondary;no;99;yes;no;failure;no
39;technician;married;secondary;no;27;yes;no;failure;no
34;services;married;secondary;no;-333;yes;no;failure;no
50;blue-collar;married;primary;no;1549;yes;no;other;no
35;services;single;secondary;no;313;yes;no;failure;no
48;services;married;primary;no;222;yes;no;failure;no
35;management;married;tertiary;no;244;yes;no;failure;no
55;management;married;tertiary;no;154;no;no;failure;no
31;blue-collar;single;secondary;no;1598;yes;no;success;no
41;admin.;married;secondary;no;542;yes;no;other;no
36;blue-collar;single;secondary;no;219;yes;yes;failure;no
59;services;married;secondary;no;0;yes;no;failure;no
46;admin.;divorced;secondary;no;875;yes;yes;failure;no
53;blue-collar;married;primary;no;238;yes;no;failure;no
33;technician;single;secondary;no;3499;yes;no;other;no
48;services;single;secondary;yes;-470;yes;no;failure;no
35;technician;married;secondary;no;6;yes;no;failure;no
49;management;single;secondary;no;-18;yes;no;failure;no
50;entrepreneur;married;tertiary;no;388;yes;no;failure;no
44;admin.;single;secondary;no;-497;yes;no;failure;no
46;blue-collar;married;secondary;no;2603;yes;yes;failure;no
45;services;married;secondary;no;744;yes;no;failure;no
44;blue-collar;married;primary;no;953;yes;no;failure;no
39;management;married;tertiary;no;763;yes;no;other;yes
37;blue-collar;married;secondary;no;1165;yes;no;failure;no
35;blue-collar;married;primary;no;151;yes;no;failure;no
41;blue-collar;married;secondary;no;2067;yes;no;failure;no
50;blue-collar;married;primary;no;0;yes;no;failure;no
47;admin.;single;secondary;no;3957;yes;no;other;no
34;blue-collar;married;secondary;no;10;yes;yes;failure;no
56;services;divorced;secondary;no;141;yes;no;failure;no
32;management;single;tertiary;no;473;yes;no;other;no
54;admin.;married;secondary;no;956;yes;yes;other;no
26;student;single;tertiary;no;249;yes;no;other;no
43;blue-collar;married;primary;no;0;yes;no;failure;no
37;blue-collar;single;primary;no;1388;yes;no;other;no
31;unemployed;single;secondary;no;-15;yes;no;other;no
36;blue-collar;married;secondary;no;-185;yes;no;failure;no
31;services;divorced;secondary;no;62;yes;no;other;no
36;blue-collar;single;primary;no;109;yes;no;failure;no
42;management;married;secondary;no;218;yes;no;failure;no
40;technician;divorced;secondary;no;16;yes;no;other;no
56;blue-collar;divorced;primary;no;190;yes;no;other;no
35;management;married;tertiary;no;739;yes;no;other;no
43;admin.;single;secondary;no;277;yes;no;failure;no
50;self-employed;married;secondary;no;0;yes;no;other;no
59;entrepreneur;married;tertiary;no;146;yes;no;failure;no
33;services;single;secondary;no;310;yes;no;failure;no
54;blue-collar;married;primary;no;0;yes;no;failure;no
34;blue-collar;married;secondary;no;0;yes;yes;failure;no
41;blue-collar;married;secondary;no;-648;yes;no;failure;no
58;retired;married;secondary;no;502;yes;no;failure;no
41;retired;single;secondary;no;1734;yes;no;failure;no
54;technician;married;secondary;no;87;yes;no;failure;no
26;student;single;tertiary;no;2182;yes;no;other;no
43;technician;married;tertiary;no;591;yes;no;failure;no
41;blue-collar;married;primary;no;164;yes;no;other;no
34;retired;married;secondary;no;165;no;no;failure;no
34;admin.;divorced;secondary;no;479;yes;no;failure;yes
40;blue-collar;married;primary;no;780;yes;no;failure;no
41;blue-collar;married;primary;no;254;yes;no;failure;no
55;technician;single;secondary;no;99;yes;no;failure;no
48;services;single;secondary;no;561;yes;no;other;no
32;technician;married;secondary;no;169;yes;no;failure;no
37;management;divorced;secondary;no;1655;yes;no;failure;no
32;admin.;divorced;tertiary;no;146;yes;no;failure;no
37;technician;married;secondary;no;1109;yes;no;failure;no
38;housemaid;single;primary;no;199;yes;no;failure;yes
55;blue-collar;married;primary;no;2102;yes;no;failure;no
37;services;married;primary;no;0;yes;no;success;no
39;services;married;secondary;no;25;yes;yes;failure;yes
46;technician;married;secondary;no;278;yes;no;failure;no
34;services;married;secondary;no;7;yes;no;failure;no
37;technician;married;tertiary;no;1733;yes;no;other;no
37;technician;single;tertiary;no;-487;yes;no;other;no
38;admin.;divorced;secondary;no;1533;yes;no;success;no
30;management;single;tertiary;no;112;yes;yes;failure;no
53;admin.;single;secondary;no;545;yes;no;failure;no
47;services;married;secondary;no;216;yes;no;failure;no
54;retired;divorced;tertiary;no;349;yes;no;failure;no
43;admin.;divorced;secondary;no;1076;yes;no;failure;no
45;blue-collar;married;primary;no;491;yes;yes;other;no
33;entrepreneur;married;secondary;no;1034;yes;no;failure;no
31;housemaid;married;tertiary;no;2190;yes;no;other;no
53;blue-collar;married;secondary;no;-108;yes;no;other;no
41;blue-collar;married;secondary;no;598;yes;no;failure;no
50;blue-collar;married;secondary;no;173;yes;no;other;no
36;management;single;tertiary;no;687;yes;no;failure;no
48;services;divorced;secondary;no;-361;yes;no;other;yes
43;admin.;married;secondary;no;323;yes;yes;failure;no
60;retired;divorced;tertiary;no;-134;no;no;failure;no
29;entrepreneur;single;tertiary;no;135;yes;no;failure;no
33;blue-collar;single;secondary;no;1794;yes;no;other;no
33;blue-collar;single;secondary;no;38;yes;no;other;no
40;housemaid;divorced;secondary;no;1194;yes;no;failure;no
41;admin.;married;secondary;no;1535;yes;no;success;no
38;services;married;secondary;no;1616;yes;no;failure;no
40;blue-collar;married;primary;no;106;yes;no;failure;no
30;admin.;married;secondary;no;265;yes;no;failure;no
43;blue-collar;married;primary;no;188;yes;no;failure;no
54;services;divorced;secondary;no;1012;yes;no;other;no
43;blue-collar;single;secondary;no;24;no;no;failure;no
39;blue-collar;married;primary;no;476;yes;no;failure;no
37;admin.;divorced;secondary;no;1573;yes;no;failure;no
43;blue-collar;married;primary;no;-404;yes;yes;failure;no
47;services;married;secondary;no;311;yes;yes;failure;no
53;management;married;secondary;no;218;yes;no;failure;no
49;management;married;tertiary;no;666;yes;no;failure;no
41;unemployed;married;secondary;no;277;yes;no;failure;no
32;technician;married;secondary;no;522;yes;yes;failure;no
44;blue-collar;married;primary;no;103;yes;no;failure;no
30;services;single;secondary;no;-158;yes;no;failure;yes
34;blue-collar;married;secondary;no;-53;yes;no;failure;no
46;blue-collar;married;secondary;no;66;yes;no;failure;no
49;technician;married;secondary;no;425;yes;no;failure;no
34;admin.;single;secondary;no;151;yes;no;other;yes
34;admin.;divorced;secondary;no;151;yes;no;other;no
42;technician;single;tertiary;no;-411;yes;no;failure;no
45;blue-collar;married;primary;no;0;yes;yes;failure;no
30;services;single;secondary;no;194;yes;no;other;no
55;admin.;married;secondary;no;859;no;no;failure;no
36;management;married;secondary;no;339;yes;no;failure;no
52;admin.;divorced;secondary;no;3029;yes;yes;failure;no
48;admin.;divorced;secondary;no;162;yes;no;failure;no
51;blue-collar;married;primary;no;480;yes;no;failure;no
28;admin.;single;secondary;no;242;yes;yes;failure;no
37;services;married;secondary;no;1543;yes;no;success;no
27;management;single;tertiary;no;498;yes;no;failure;no
37;blue-collar;married;secondary;no;342;yes;no;failure;no
39;blue-collar;married;primary;no;467;yes;no;other;no
41;blue-collar;single;secondary;no;1564;yes;no;other;no
36;technician;divorced;secondary;no;69;yes;no;failure;no
51;blue-collar;married;primary;no;42;yes;no;failure;no
38;admin.;single;secondary;no;883;yes;no;other;no
39;admin.;married;secondary;no;607;yes;no;failure;yes
32;blue-collar;married;secondary;no;1787;yes;no;failure;no
33;management;married;secondary;no;2858;yes;yes;failure;no
45;blue-collar;married;primary;no;353;yes;no;failure;no
39;management;single;tertiary;no;202;yes;no;other;no
37;blue-collar;married;secondary;no;-251;yes;no;failure;no
37;blue-collar;married;secondary;no;3420;yes;no;failure;no
44;services;single;secondary;no;492;yes;no;other;no
36;entrepreneur;single;primary;no;5;no;no;failure;no
32;housemaid;married;secondary;no;0;yes;no;failure;no
39;blue-collar;single;secondary;no;175;no;no;other;no
37;services;married;secondary;no;42;yes;no;failure;no
39;management;single;tertiary;no;0;yes;no;failure;no
47;services;married;secondary;no;367;yes;no;success;yes
42;management;married;tertiary;no;0;no;yes;failure;no
59;admin.;married;secondary;no;92;yes;no;failure;no
35;blue-collar;single;secondary;no;855;yes;no;success;yes
26;entrepreneur;married;tertiary;no;38;yes;no;failure;no
40;services;single;secondary;no;1547;yes;no;success;no
36;blue-collar;married;primary;no;300;yes;no;failure;no
34;technician;married;secondary;no;210;yes;yes;failure;no
28;technician;single;secondary;no;1453;yes;no;other;no
35;admin.;single;secondary;no;10;no;yes;failure;no
33;admin.;divorced;secondary;no;-417;no;no;failure;no
51;blue-collar;married;primary;no;1164;yes;no;failure;no
35;blue-collar;single;secondary;no;68;yes;no;failure;no
30;blue-collar;single;secondary;no;0;yes;no;failure;no
35;services;divorced;secondary;no;0;yes;yes;failure;no
40;management;married;secondary;no;0;yes;no;failure;no
40;admin.;married;secondary;no;419;yes;yes;failure;no
56;blue-collar;married;primary;no;373;yes;no;failure;no
44;blue-collar;married;primary;no;887;yes;no;failure;no
37;self-employed;divorced;secondary;no;-38;yes;no;failure;no
47;admin.;married;secondary;no;663;yes;yes;other;yes
37;services;married;secondary;no;335;yes;no;failure;no
31;blue-collar;married;primary;no;2581;no;no;failure;no
46;blue-collar;married;primary;no;804;yes;no;success;yes
52;blue-collar;married;primary;no;-637;yes;yes;failure;no
60;self-employed;married;secondary;no;18;yes;yes;other;no
37;technician;single;tertiary;no;1894;yes;no;other;no
41;blue-collar;divorced;secondary;no;139;yes;no;failure;no
36;technician;single;secondary;no;75;yes;no;other;no
49;management;divorced;secondary;no;1598;yes;no;failure;no
33;management;divorced;tertiary;no;-634;yes;yes;failure;no
44;management;married;tertiary;no;870;yes;yes;failure;no
27;admin.;single;secondary;no;292;yes;no;other;no
37;admin.;single;primary;no;912;yes;no;other;yes
59;admin.;married;secondary;no;1575;yes;no;success;no
54;blue-collar;married;secondary;no;143;yes;no;failure;no
43;blue-collar;married;primary;no;-98;yes;yes;other;no
38;management;single;tertiary;no;3646;yes;no;other;yes
36;blue-collar;married;secondary;no;98;yes;no;failure;no
33;admin.;single;secondary;no;-15;no;no;failure;no
50;blue-collar;divorced;primary;no;15;yes;no;failure;no
40;management;single;tertiary;no;-50;yes;no;failure;no
40;services;married;secondary;no;1116;yes;no;failure;no
40;blue-collar;married;primary;no;1411;yes;no;failure;no
40;blue-collar;married;secondary;no;327;yes;no;failure;no
30;blue-collar;married;primary;no;190;no;no;failure;no
43;technician;married;secondary;no;422;yes;no;failure;no
43;blue-collar;married;primary;no;-25;yes;no;failure;no
49;blue-collar;married;primary;no;3028;yes;no;other;no
25;student;single;secondary;no;1116;yes;no;failure;no
33;services;married;secondary;no;204;yes;yes;failure;no
31;blue-collar;married;primary;no;-199;yes;yes;failure;no
49;management;divorced;tertiary;no;108;yes;no;failure;no
40;services;divorced;secondary;no;209;yes;no;other;no
59;admin.;married;secondary;no;145;yes;no;success;yes
37;technician;married;secondary;no;64;yes;no;other;no
31;management;single;tertiary;no;2592;no;no;failure;no
45;management;married;tertiary;no;677;yes;no;failure;no
46;admin.;divorced;secondary;no;984;yes;no;failure;no
55;housemaid;married;secondary;no;167;yes;no;failure;no
44;blue-collar;single;secondary;no;492;no;yes;other;no
36;blue-collar;married;primary;no;356;yes;yes;other;no
58;entrepreneur;married;primary;no;1153;yes;yes;failure;no
52;retired;married;primary;no;752;yes;no;failure;no
43;blue-collar;married;primary;no;555;yes;no;failure;no
49;services;married;secondary;no;271;yes;yes;other;no
48;services;divorced;secondary;no;201;yes;no;failure;no
60;technician;married;secondary;no;-247;yes;no;failure;no
40;blue-collar;married;primary;no;2495;yes;no;other;no
46;blue-collar;married;secondary;no;1583;yes;no;failure;no
37;technician;married;secondary;no;807;yes;no;failure;no
33;admin.;single;secondary;no;422;yes;no;failure;no
39;blue-collar;single;secondary;no;631;yes;no;other;no
43;blue-collar;married;primary;no;250;yes;no;failure;no
40;services;married;secondary;no;949;yes;no;failure;no
38;blue-collar;married;primary;no;1455;yes;no;failure;no
34;blue-collar;married;primary;no;1309;yes;no;failure;no
40;blue-collar;married;primary;no;332;yes;no;failure;no
46;services;married;secondary;no;2381;yes;no;other;no
32;management;single;tertiary;no;933;yes;no;failure;no
43;management;married;tertiary;no;1158;yes;no;other;no
40;blue-collar;married;primary;no;1397;yes;no;failure;no
46;entrepreneur;married;secondary;no;404;yes;no;failure;no
38;blue-collar;married;secondary;no;0;yes;no;other;no
42;blue-collar;married;primary;no;402;no;no;failure;no
